from,to,fromModule,toModule,Distance
ENX,GOVREGQUAL,Energy,Other,179
ENPRI,GOVREGQUAL,Energy,Other,179
GDP,GOVREGQUAL,Economy,Other,179
XWBLNFIN,GOVREV,Economy,Economy,0
XIMFCRFIN,GOVREV,Economy,Economy,0
AID,GOVREV,Sociopolitical,Economy,0
HHTAX,GOVREV,Economy,Economy,0
FIRMTAX,GOVREV,Economy,Economy,0
INDIRECTTAX,GOVREV,Economy,Economy,0
SSWELTAX,GOVREV,Economy,Economy,0
GOVREV,GOVREVDOM,Economy,Economy,0
govriskm,GOVRISK,Other,Other,0
govriskweight,GOVRISK,Other,Other,1
I,GOVRISK,Economy,Other,1
GEM,GOVRISK,Sociopolitical,Other,3
FDEM,GRAMSPC,Agriculture,Agriculture,0
POP,GRAMSPC,Demography,Agriculture,0
CLPC,GRAMSPC,Agriculture,Agriculture,0
aglossconsm,GRAMSPC,Agriculture,Agriculture,1
GDPPCP,GRAMSPC,Economy,Agriculture,2
GOVCON,GS,Economy,Economy,0
LIT,HDI,Education,Sociopolitical,24
GDPPCP,HDI,Economy,Sociopolitical,23
LIFEXP,HDI,Demography,Sociopolitical,26
lifexpmin,HDI,Sociopolitical,Sociopolitical,26
hdilifemax,HDI,Sociopolitical,Sociopolitical,26
LIFEXP,HDI21STFIX,Demography,Sociopolitical,3
lifexpmin,HDI21STFIX,Sociopolitical,Sociopolitical,3
LIT,HDI21STFIX,Education,Sociopolitical,2
GDPPCP,HDI21STFIX,Economy,Sociopolitical,1
hdigdppcmax,HDI21STFIX,Sociopolitical,Sociopolitical,40
hdilifemaxf,HDI21STFIX,Sociopolitical,Sociopolitical,39
LIFEXP,HDIFLOAT,Demography,Sociopolitical,3
lifexpmin,HDIFLOAT,Sociopolitical,Sociopolitical,3
LIT,HDIFLOAT,Education,Sociopolitical,2
GDPPCP,HDIFLOAT,Economy,Sociopolitical,1
lifexpmin,hdilifemax,Sociopolitical,Sociopolitical,0
HDINEW,HDIMF,Sociopolitical,Sociopolitical,0
GDPPCPMF,HDIMF,Economy,Sociopolitical,2
LIFEXP,HDIMF,Demography,Sociopolitical,52
hdilifeminun,HDIMF,Sociopolitical,Sociopolitical,52
hdilifemaxun,HDIMF,Sociopolitical,Sociopolitical,52
EDYRSAG25,HDIMF,Education,Sociopolitical,55
hdiedyrsminun,HDIMF,Sociopolitical,Sociopolitical,55
hdiedyrsmaxun,HDIMF,Sociopolitical,Sociopolitical,55
EDYRSSLE,HDIMF,Education,Sociopolitical,54
hdiedsleminun,HDIMF,Sociopolitical,Sociopolitical,54
hdiedslemaxun,HDIMF,Sociopolitical,Sociopolitical,54
hdigdppcminun,HDIMF,Sociopolitical,Sociopolitical,60
hdigdppcmaxun,HDIMF,Sociopolitical,Sociopolitical,59
LIFEXP,HDINEW,Demography,Sociopolitical,37
hdilifeminun,HDINEW,Sociopolitical,Sociopolitical,37
hdilifemaxun,HDINEW,Sociopolitical,Sociopolitical,37
EDYRSAG25,HDINEW,Education,Sociopolitical,40
hdiedyrsminun,HDINEW,Sociopolitical,Sociopolitical,40
hdiedyrsmaxun,HDINEW,Sociopolitical,Sociopolitical,40
EDYRSSLE,HDINEW,Education,Sociopolitical,39
hdiedsleminun,HDINEW,Sociopolitical,Sociopolitical,39
hdiedslemaxun,HDINEW,Sociopolitical,Sociopolitical,39
GDPPCP,HDINEW,Economy,Sociopolitical,2
hdigdppcminun,HDINEW,Sociopolitical,Sociopolitical,45
hdigdppcmaxun,HDINEW,Sociopolitical,Sociopolitical,44
FIRMINC,HHDIVINT,Economy,Economy,2
FIRMTAX,HHDIVINT,Economy,Economy,2
FIRMGOVSS,HHDIVINT,Economy,Economy,2
INDIRECTTAX,HHDIVINT,Economy,Economy,2
IGCF,HHDIVINT,Economy,Economy,318
HHPOP,HHGOVSS,Economy,Economy,3
HHTAX,HHGOVSS,Economy,Economy,2
HHINC,HHGOVSS,Economy,Economy,4
govrevtrgtval,HHGOVSS,Economy,Economy,8
govrevtrgtyr,HHGOVSS,Economy,Economy,8
FIRMTAX,HHGOVSS,Economy,Economy,10
INDIRECTTAX,HHGOVSS,Economy,Economy,10
FIRMGOVSS,HHGOVSS,Economy,Economy,11
VADD,HHGOVSS,Economy,Economy,1059
WP,HHGOVSS,Economy,Economy,1059
GDP,HHGOVSS,Economy,Economy,1365
SSWELTAXR,HHGOVSS,Economy,Economy,0
ssweltaxrm,HHGOVSS,Economy,Economy,0
govrevm,HHGOVSS,Economy,Economy,0
GOVHHTRNPEN,HHINC,Economy,Economy,0
GOVHHTRNWEL,HHINC,Economy,Economy,0
HHDIVINT,HHINC,Economy,Economy,0
XWORKREMIT,HHINC,Economy,Economy,0
VADDHHS,HHINC,Economy,Economy,0
VADDHHU,HHINC,Economy,Economy,0
HHINCEARN,HHINCDIS,Economy,Economy,0
GOVHHTRNPEN,HHINCDIS,Economy,Economy,0
GOVHHTRNWEL,HHINCDIS,Economy,Economy,0
HHDIVINT,HHINCDIS,Economy,Economy,0
HHTAX,HHINCDIS,Economy,Economy,0
HHGOVSS,HHINCDIS,Economy,Economy,0
XWORKREMIT,HHINCDIS,Economy,Economy,0
HHINCDIS,HHINCDISPC,Economy,Economy,0
HHPOP,HHINCDISPC,Economy,Economy,0
HHINC,HHINCEARN,Economy,Economy,0
HHINC,HHINCPC,Economy,Economy,0
HHPOP,HHINCPC,Economy,Economy,0
POP,HHPOP,Demography,Economy,0
LABSUP,HHPOP,Economy,Economy,0
LAB,HHPOP,Economy,Economy,0
CRETIRE,HHRETIRENEED,Economy,Economy,0
retireconsumrat,HHRETIRENEED,Demography,Economy,0
HHINC,HHSAV,Economy,Economy,0
HHTAX,HHSAV,Economy,Economy,0
HHGOVSS,HHSAV,Economy,Economy,0
C,HHSAV,Economy,Economy,107
igdpr,HHSAV,Economy,Economy,268
CRA,HHSAV,Economy,Economy,479
savingsdiscountrt,HHSAVNEEDSTOCK,Other,Economy,0
HHRETIRENEED,HHSAVNEEDSTOCK,Economy,Economy,2
GOVHHPENT,HHSAVNEEDSTOCK,Economy,Economy,2
savingsdiscountrt,HHSAVSTOCK,Other,Economy,0
HHSAV,HHSAVSTOCK,Economy,Economy,0
CRETIRE,HHSAVSTOCK,Economy,Economy,4
GOVHHPENT,HHSAVSTOCK,Economy,Economy,4
hhsaveneedrat,HHSAVSTOCK,Demography,Economy,0
HHSAVNEEDSTOCK,HHSAVSTOCK,Economy,Economy,0
POPRETIRED,HHSAVSTOCK,Demography,Economy,0
HHSAVSTOCK,HHSAVSURSTOCK,Economy,Economy,0
HHSAVNEEDSTOCK,HHSAVSURSTOCK,Economy,Economy,0
hhsizem,HHSIZE,Demography,Demography,0
POP,HHSIZE,Demography,Demography,2
HHPOP,HHTAX,Economy,Economy,2
HHGOVSS,HHTAX,Economy,Economy,1
HHINC,HHTAX,Economy,Economy,3
govrevtrgtval,HHTAX,Economy,Economy,6
govrevtrgtyr,HHTAX,Economy,Economy,6
FIRMTAX,HHTAX,Economy,Economy,8
INDIRECTTAX,HHTAX,Economy,Economy,8
FIRMGOVSS,HHTAX,Economy,Economy,9
VADD,HHTAX,Economy,Economy,1057
WP,HHTAX,Economy,Economy,1057
GDP,HHTAX,Economy,Economy,1363
HHTAXR,HHTAX,Economy,Economy,0
hhtaxrm,HHTAX,Economy,Economy,0
govrevm,HHTAX,Economy,Economy,0
HHTAX,HHTAXR,Economy,Economy,0
HHINC,HHTAXR,Economy,Economy,0
govrevtrgtval,HHTAXR,Economy,Economy,13
govrevtrgtyr,HHTAXR,Economy,Economy,13
FIRMTAX,HHTAXR,Economy,Economy,15
INDIRECTTAX,HHTAXR,Economy,Economy,15
HHGOVSS,HHTAXR,Economy,Economy,16
FIRMGOVSS,HHTAXR,Economy,Economy,16
VADD,HHTAXR,Economy,Economy,1064
WP,HHTAXR,Economy,Economy,1064
GDP,HHTAXR,Economy,Economy,1370
taxinfadjm,HHTAXR,Economy,Economy,5
GDPSHADOWSHR,HHTAXR,Economy,Economy,271
gdpshadowon,HHTAXR,Interstate,Economy,271
GDPPCP,HHTAXR,Economy,Economy,274
POP,HHTOTAL,Demography,Demography,0
HHSIZE,HHTOTAL,Demography,Demography,0
POP,HIVCASES,Demography,Demography,0
HIVRATE,HIVCASES,Demography,Demography,0
hivtadvr,HIVRATE,Demography,Demography,1
hivpeakyr,HIVRATE,Demography,Demography,1
I,HIVRATE,Economy,Demography,351
DEATHS,HIVRATE,Demography,Demography,215
POP,HIVRATE,Demography,Demography,215
migrateinm,HIVRATE,Demography,Demography,281
migratebalancesw,HIVRATE,Economy,Demography,243
contiguity,HIVRATE,Interstate,Demography,311
migrateoutm,HIVRATE,Demography,Demography,282
hivpeakr,HIVRATE,Demography,Demography,0
hivm,HIVRATE,Demography,Demography,0
hivincr,HIVRATE,Demography,Demography,1
hlbmim,HLBMI,Other,Other,0
POP,HLBMI,Demography,Other,3
HLCOSTOTHER,HLCOST,Other,Other,0
HLCOSTLE,HLCOST,Other,Other,0
HLCOSTMORT,HLCOST,Other,Other,2
HLCOSTMORB,HLCOST,Other,Other,3
hlcostleyrper,HLCOSTLE,Other,Other,0
POP,HLCOSTLE,Demography,Other,0
hlcostletime,HLCOSTLE,Other,Other,8
I,HLCOSTLE,Economy,Other,1183
DEATHS,HLCOSTLE,Demography,Other,1183
migrateinm,HLCOSTLE,Demography,Other,1249
migratebalancesw,HLCOSTLE,Economy,Other,1211
contiguity,HLCOSTLE,Interstate,Other,1279
migrateoutm,HLCOSTLE,Demography,Other,1250
hlcostleyrper,HLCOSTLESUB,Other,Other,0
POP,HLCOSTLESUB,Demography,Other,0
hlcostletime,HLCOSTLESUB,Other,Other,9
I,HLCOSTLESUB,Economy,Other,1184
DEATHS,HLCOSTLESUB,Demography,Other,1184
migrateinm,HLCOSTLESUB,Demography,Other,1250
migratebalancesw,HLCOSTLESUB,Economy,Other,1212
contiguity,HLCOSTLESUB,Interstate,Other,1280
migrateoutm,HLCOSTLESUB,Demography,Other,1251
I,HLCOSTMORB,Economy,Other,1186
DEATHS,HLCOSTMORB,Demography,Other,1186
POP,HLCOSTMORB,Demography,Other,1186
migrateinm,HLCOSTMORB,Demography,Other,1252
migratebalancesw,HLCOSTMORB,Economy,Other,1214
contiguity,HLCOSTMORB,Interstate,Other,1282
migrateoutm,HLCOSTMORB,Demography,Other,1253
MIGRANTS,HLCOSTMORB,Demography,Other,1226
POP15TO65,HLCOSTMORB,Demography,Other,1226
POPFOREIGNIN,HLCOSTMORB,Demography,Other,1226
DEATHCAT,HLCOSTMORT,Health,Other,0
HLCOST,HLCOSTOTHER,Other,Other,0
hlcostotherrattarget,HLCOSTOTHER,Other,Other,0
HLCOSTLE,HLCOSTOTHER,Other,Other,0
hlcostotherrattargetconv,HLCOSTOTHER,Other,Other,0
HLCOSTMORT,HLCOSTOTHER,Other,Other,5
HLCOSTMORB,HLCOSTOTHER,Other,Other,6
I,HLCOSTOTHER,Economy,Other,1193
DEATHS,HLCOSTOTHER,Demography,Other,1193
POP,HLCOSTOTHER,Demography,Other,1193
migrateinm,HLCOSTOTHER,Demography,Other,1259
migratebalancesw,HLCOSTOTHER,Economy,Other,1221
contiguity,HLCOSTOTHER,Interstate,Other,1289
migrateoutm,HLCOSTOTHER,Demography,Other,1260
GDS,HLCOSTOTHER,Sociopolitical,Other,0
HLEXPENDPRIV,HLCOSTOTHER,Other,Other,0
HLYLL,HLDALY,Other,Other,0
HLYLD,HLDALY,Other,Other,0
ENVPM2PT5,HLDALY,Environment,Other,365
hlpm2pt5sw,HLDALY,Other,Other,365
HLBMI,HLDIABETESRR,Other,Other,2
POP,HLDIABETESRR,Demography,Other,1
GDS,HLEXPEND,Sociopolitical,Other,0
HLEXPENDPRIV,HLEXPEND,Other,Other,0
HLCOST,HLEXPENDPRIV,Other,Other,0
hlobesitym,HLOBESITY,Other,Other,0
POP,HLOBESITY,Demography,Other,2
hlsmokingfloor,HLSMOKING,Other,Other,0
hlsmokingdecm,HLSMOKING,Other,Other,0
I,HLSMOKING,Economy,Other,998
DEATHS,HLSMOKING,Demography,Other,862
POP,HLSMOKING,Demography,Other,862
migrateinm,HLSMOKING,Demography,Other,928
migratebalancesw,HLSMOKING,Economy,Other,890
contiguity,HLSMOKING,Interstate,Other,958
migrateoutm,HLSMOKING,Demography,Other,929
hlsmokingceiling,HLSMOKING,Other,Other,0
C,HLSMOKING,Economy,Other,0
MIGRANTS,HLSMOKING,Demography,Other,892
POP15TO65,HLSMOKING,Demography,Other,892
POPFOREIGNIN,HLSMOKING,Demography,Other,892
hlsmokingincm,HLSMOKING,Other,Other,0
hlsmokingm,HLSMOKING,Other,Other,0
hlsmokingtcs,hlsmokingdecm,Other,Other,0
hlsmokingtcsel,hlsmokingdecm,Other,Other,0
hlsmkel,HLSMOKINGIMP,Other,Other,0
hlsmkimeff,HLSMOKINGIMP,Other,Other,2
HLSMOKING,HLSMOKINGIMP,Other,Other,3
hlsmokingm,HLSMOKINGIMP,Other,Other,4
POP,HLSMOKINGIMP,Demography,Other,3
hlsmokingtcs,hlsmokingincm,Other,Other,0
hlsmokingtcsel,hlsmokingincm,Other,Other,0
hlsmokingtcsm,hlsmokingtcs,Other,Other,0
POP,HLSTUNT,Demography,Other,0
POPLE15,HLSTUNT,Demography,Other,0
MALNCHP,HLSTUNT,Demography,Other,6
MALNCHPSAM,HLSTUNT,Demography,Other,6
malnchpsamtostunt,HLSTUNT,Demography,Other,6
GDPPCP,HLSTUNT,Economy,Other,13
DEATHS,HLSTUNT,Demography,Other,251
EDYRSAG25,HLSTUNT,Education,Other,675
GOVCORRUPT,HLSTUNT,Economy,Other,675
SFINTLWARMAG,HLSTUNT,Sociopolitical,Other,675
hlmortcdadltm,HLSTUNT,Other,Other,265
svtohlsw,HLSTUNT,Other,Other,265
hlstuntyrs,HLSTUNT,Demography,Other,26
POPWORKING,HLSTUNTWORK,Demography,Other,0
MALNCHP,HLSTUNTWORK,Demography,Other,19
MALNCHPSAM,HLSTUNTWORK,Demography,Other,19
malnchpsamtostunt,HLSTUNTWORK,Demography,Other,19
POP,HLSTUNTWORK,Demography,Other,19
GDPPCP,HLSTUNTWORK,Economy,Other,26
DEATHS,HLSTUNTWORK,Demography,Other,264
EDYRSAG25,HLSTUNTWORK,Education,Other,688
GOVCORRUPT,HLSTUNTWORK,Economy,Other,688
SFINTLWARMAG,HLSTUNTWORK,Sociopolitical,Other,688
hlmortcdadltm,HLSTUNTWORK,Other,Other,278
svtohlsw,HLSTUNTWORK,Other,Other,278
HLSTUNT,HLSTUNTWORK,Other,Other,591
I,HLSTUNTWORK,Economy,Other,591
hltfragepeak,hltfrageinit,Other,Other,0
hltfragestop,hltfragepeak,Other,Other,0
ENVPM2PT5,HLYLD,Environment,Other,364
hlpm2pt5sw,HLYLD,Other,Other,364
hlmorbm,HLYLD,Other,Other,0
hlmorbconv,HLYLD,Other,Other,0
POP,HLYLD,Demography,Other,3852
I,HLYLD,Economy,Other,1922
DEATHS,HLYLD,Demography,Other,1922
migrateinm,HLYLD,Demography,Other,1988
migratebalancesw,HLYLD,Economy,Other,1950
contiguity,HLYLD,Interstate,Other,2018
ENVPM2PT5,HLYLDWORK,Environment,Other,367
hlpm2pt5sw,HLYLDWORK,Other,Other,367
POP,HLYLDWORK,Demography,Other,0
hlmorbm,HLYLDWORK,Other,Other,0
hlmorbconv,HLYLDWORK,Other,Other,0
I,HLYLDWORK,Economy,Other,1919
DEATHS,HLYLDWORK,Demography,Other,1919
migrateinm,HLYLDWORK,Demography,Other,1985
migratebalancesw,HLYLDWORK,Economy,Other,1947
contiguity,HLYLDWORK,Interstate,Other,2015
migrateoutm,HLYLDWORK,Demography,Other,1986
ENVPM2PT5,HLYLL,Environment,Other,363
hlpm2pt5sw,HLYLL,Other,Other,363
POP,HLYLL,Demography,Other,0
DEATHS,HLYLL,Demography,Other,134
EDYRSAG25,HLYLL,Education,Other,558
GOVCORRUPT,HLYLL,Economy,Other,558
SFINTLWARMAG,HLYLL,Sociopolitical,Other,558
hlmortcdadltm,HLYLL,Other,Other,148
svtohlsw,HLYLL,Other,Other,148
ENVPM2PT5,HLYLLWORK,Environment,Other,366
hlpm2pt5sw,HLYLLWORK,Other,Other,366
POP,HLYLLWORK,Demography,Other,0
DEATHS,HLYLLWORK,Demography,Other,135
EDYRSAG25,HLYLLWORK,Education,Other,559
GOVCORRUPT,HLYLLWORK,Economy,Other,559
SFINTLWARMAG,HLYLLWORK,Sociopolitical,Other,559
hlmortcdadltm,HLYLLWORK,Other,Other,149
svtohlsw,HLYLLWORK,Other,Other,149
SVDTHSCONFLICTTOT,HOMICIDEINDEX,Other,Other,0
svindexm,HOMICIDEINDEX,Other,Other,0
SVDTHSOTHERINTERTOT,HOMICIDEINDEX,Other,Other,0
SVDTHSWOMENTOT,HOMICIDEINDEX,Other,Other,0
SVDTHSCHILTOT,HOMICIDEINDEX,Other,Other,0
SVDTHSPOLICSTOT,HOMICIDEINDEX,Other,Other,0
POP,HOMICIDEINDEX,Demography,Other,0
LIT,HPI1,Education,Sociopolitical,3
MALNCHP,HPI1,Demography,Sociopolitical,1
WATSAFE,HPI1,Other,Sociopolitical,2
POP,HPI1,Demography,Sociopolitical,8
I,HPI1,Economy,Sociopolitical,677
DEATHS,HPI1,Demography,Sociopolitical,677
tmortr2,HPI1,Demography,Sociopolitical,245
tmortr,HPI1,Demography,Sociopolitical,246
GDPPCP,HPI1,Economy,Sociopolitical,503
LIFEXP,HPI1,Demography,Sociopolitical,262
migrateinm,HPI1,Demography,Sociopolitical,743
migratebalancesw,HPI1,Economy,Sociopolitical,705
contiguity,HPI1,Interstate,Sociopolitical,773
CIVDM,HPI1,Interstate,Sociopolitical,247
mortconv,HPI1,Demography,Sociopolitical,438
migrateoutm,HPI1,Demography,Sociopolitical,744
POP,HTCGRI,Demography,Other,1
DEMOCPOLITY,HTCGRI,Sociopolitical,Other,1
EDSECENRG,HTCGRI,Education,Other,2
POP,HTCTPI,Demography,Other,1
GOVEFFECT,HTCTPI,Other,Other,1
bilateraltradeforwardlinksw,I,Economy,Economy,111
contiguity,I,Interstate,Economy,228
DIPLOTREATY,I,Interstate,Economy,220
IGCF,I,Economy,Economy,0
PFD,I,Economy,Economy,5
MS,I,Economy,Economy,5
ST,I,Economy,Economy,339
CS,I,Economy,Economy,6
INVS,I,Economy,Economy,6
GS,I,Economy,Economy,6
XS,I,Economy,Economy,6
LD,IALK,Agriculture,Agriculture,0
dkl,IALK,Agriculture,Agriculture,0
CLD,IALK,Agriculture,Agriculture,0
INAG,IALK,Agriculture,Agriculture,14
agon,IALK,Agriculture,Agriculture,14
eliasp1,IALK,Agriculture,Agriculture,1
eliasp2,IALK,Agriculture,Agriculture,1
RETRAT,IALK,Agriculture,Agriculture,3
ldcropm,IALK,Agriculture,Agriculture,6
ictbroadm,ICTBROAD,Other,Other,0
ictbroadtrgtyr,ICTBROAD,Other,Other,0
ictbroadtrgtval,ICTBROAD,Other,Other,1
ictbroadfromtelem,ICTBROAD,Other,Other,0
INFRATELE,ICTBROAD,Other,Other,0
ictbroadteclowrt,ICTBROAD,Other,Other,6
ictbroadtechighrt,ICTBROAD,Other,Other,6
ictbroadtecinflection,ICTBROAD,Other,Other,6
ictbroadurimpmin,ICTBROAD,Other,Other,10
ictbroadurimpmax,ICTBROAD,Other,Other,10
POPURBAN,ICTBROAD,Demography,Other,10
GDPPCP,ICTBROAD,Economy,Other,617
ictbroadsetar,ICTBROAD,Other,Other,1
ictbroadseyrtar,ICTBROAD,Other,Other,1
GOVREGQUAL,ICTBROAD,Other,Other,1373
ICTSPEND,ICTBROAD,Other,Other,622
POP,ICTBROAD,Demography,Other,0
ictbroadcostm,ICTBROADCOST,Other,Other,0
ICTBROAD,ICTBROADDEM,Other,Other,0
POP,ICTBROADMOBIL,Demography,Other,0
ICTMOBIL,ICTBROADMOBIL,Other,Other,0
ictbroadmobilm,ICTBROADMOBIL,Other,Other,0
ictbroadmobiltrgtyr,ICTBROADMOBIL,Other,Other,0
ictmobilsaturation,ICTBROADMOBIL,Other,Other,1
ictbroadmobiltrgtval,ICTBROADMOBIL,Other,Other,1
ictbroadmobilteclowrt,ICTBROADMOBIL,Other,Other,9
ictbroadmobiltechighrt,ICTBROADMOBIL,Other,Other,9
ictbroadmobiltecinflection,ICTBROADMOBIL,Other,Other,9
GDPPCP,ICTBROADMOBIL,Economy,Other,22
ictbroadmobilsetar,ICTBROADMOBIL,Other,Other,1
ictbroadmobilseyrtar,ICTBROADMOBIL,Other,Other,1
GOVREGQUAL,ICTBROADMOBIL,Other,Other,120
ictbroadmobilcostm,ICTBROADMOBILCOST,Other,Other,0
ICTBROADMOBIL,ICTBROADMOBILDEM,Other,Other,0
ictcomputersm,ICTCOMPUTERS,Other,Other,0
ictcomputersteclowrt,ICTCOMPUTERS,Other,Other,2
ictcomputerstechighrt,ICTCOMPUTERS,Other,Other,2
ictcomputerstecinflection,ICTCOMPUTERS,Other,Other,2
GDPPCP,ICTCOMPUTERS,Economy,Other,2
ICTINDEX,ICTCONSURPLUS,Other,Other,0
GDPPCP,ICTCONSURPLUS,Economy,Other,7
ictconsurplusm,ICTCONSURPLUS,Other,Other,0
GDPR,ICTCONSURPLUS,Economy,Other,7
ICTINDEX,ICTCYBBENEFIT,Other,Other,0
GDPPCP,ICTCYBBENEFIT,Economy,Other,5
ictcybbenefitm,ICTCYBBENEFIT,Other,Other,0
GDPR,ICTCYBBENEFIT,Economy,Other,5
ICTCYBBENTOTCUM,ICTCYBBENEFITCUMNET,Other,Other,0
ICTCYBRISKTOTCUM,ICTCYBBENEFITCUMNET,Other,Other,0
ICTCYBBENTOT,ICTCYBBENEFITNET,Other,Other,0
ICTCYBRISKTOT,ICTCYBBENEFITNET,Other,Other,0
ICTCYBBENEFIT,ICTCYBBENTOT,Other,Other,0
ICTCONSURPLUS,ICTCYBBENTOT,Other,Other,0
ICTCYBBENEFIT,ICTCYBBENTOTCUM,Other,Other,2
ICTCONSURPLUS,ICTCYBBENTOTCUM,Other,Other,1
GDP,ICTCYBBENTOTCUM,Economy,Other,5
ICTINDEX,ICTCYBEVTCOST,Other,Other,5
ICTCYBSECURITY,ICTCYBEVTCOST,Other,Other,5
ictcybevtcostm,ICTCYBEVTCOST,Other,Other,0
ictcybevprob,ICTCYBEVTCOST,Other,Other,0
ictcybevcost,ICTCYBEVTCOST,Other,Other,0
ictcybopcostadd,ICTCYBOPCOST,Other,Other,0
ICTCONSURPLUS,ICTCYBOPCOST,Other,Other,0
ICTINDEX,ICTCYBOPCOST,Other,Other,0
GDPPCP,ICTCYBOPCOST,Economy,Other,9
ICTCYBBENEFIT,ICTCYBOPCOST,Other,Other,0
ICTCYBSECSPEND,ICTCYBRISKTOT,Other,Other,0
ICTCYBEVTCOST,ICTCYBRISKTOT,Other,Other,0
ICTCYBOPCOST,ICTCYBRISKTOT,Other,Other,0
ICTCYBRISKTOT,ICTCYBRISKTOTCUM,Other,Other,0
GDP,ICTCYBRISKTOTCUM,Economy,Other,0
ictcybsecspendm,ICTCYBSECSPEND,Other,Other,0
ICTINDEX,ICTCYBSECSPEND,Other,Other,1
GDPPCP,ICTCYBSECSPEND,Economy,Other,1
ICTCYBSECSPEND,ICTCYBSECURITY,Other,Other,0
ictcybsecuritym,ICTCYBSECURITY,Other,Other,0
ICTINDEX,ICTCYBSECURITY,Other,Other,1
GDPPCP,ICTCYBSECURITY,Economy,Other,5
ictindexm,ICTINDEX,Other,Other,0
ICTMOBIL,ICTINDEX,Other,Other,14
ICTCOMPUTERS,ICTINDEX,Other,Other,13
ICTINTNETHH,ICTINDEX,Other,Other,12
ICTBROAD,ICTINDEX,Other,Other,10
ICTBROADMOBIL,ICTINDEX,Other,Other,9
LIT,ICTINDEX,Education,Other,7
EDSECENRG,ICTINDEX,Education,Other,6
EDTERENRG,ICTINDEX,Education,Other,5
ictintnethhm,ICTINTNETHH,Other,Other,0
ictcomputersteclowrt,ICTINTNETHH,Other,Other,2
ictcomputerstechighrt,ICTINTNETHH,Other,Other,2
ictcomputerstecinflection,ICTINTNETHH,Other,Other,2
GDPPCP,ICTINTNETHH,Economy,Other,2
POP,ICTMOBIL,Demography,Other,0
ictmobilsaturation,ICTMOBIL,Other,Other,0
ictmobilteclowrt,ICTMOBIL,Other,Other,6
ictmobiltechighrt,ICTMOBIL,Other,Other,6
ictmobiltecinflection,ICTMOBIL,Other,Other,6
GDPPCP,ICTMOBIL,Economy,Other,494
ICTSPEND,ICTMOBIL,Other,Other,499
ictmobilsetar,ICTMOBIL,Other,Other,1
ictmobilseyrtar,ICTMOBIL,Other,Other,1
GOVREGQUAL,ICTMOBIL,Other,Other,1247
ICTBROADMOBIL,ICTMOBIL,Other,Other,0
ictmobilcostm,ICTMOBILCOST,Other,Other,0
ICTMOBIL,ICTMOBILDEM,Other,Other,0
ictspendm,ICTSPEND,Other,Other,0
GDPPCP,ICTSPEND,Economy,Other,1
IGCF,IDS,Economy,Economy,0
idsm,IDS,Economy,Economy,0
agon,IDS,Agriculture,Economy,0
enon,IDS,Energy,Economy,0
elinst1,IDS,Economy,Economy,1
elinst2,IDS,Economy,Economy,1
GDPPOT,IDS,Other,Economy,4
ST,IDS,Economy,Economy,3
dstl,IDS,Economy,Economy,3
igdpr,IDS,Economy,Economy,2
ZS,IDS,Economy,Economy,76
MS,IDS,Economy,Economy,246
GDP,IDS,Economy,Economy,265
VADD,IDS,Economy,Economy,0
salpha,IDS,Economy,Economy,0
INAG,IDS,Agriculture,Economy,0
enconv,IDS,Energy,Economy,1
eninvm,IDS,Energy,Economy,48
ENP,IDS,Energy,Economy,15
lke,IDS,Energy,Economy,15
QE,IDS,Energy,Economy,15
ENDEM,IDS,Energy,Economy,53
WGDP,IDS,Economy,Economy,69
eprodr,IDS,Energy,Economy,31
elenpr,IDS,Energy,Economy,70
elenpr2,IDS,Energy,Economy,70
eleniprof,IDS,Energy,Economy,61
eleniprof2,IDS,Energy,Economy,61
dstlen,IDS,Energy,Economy,65
ENST,IDS,Energy,Economy,128
ENSHO,IDS,Energy,Economy,128
EPROFITR,IDS,Energy,Economy,63
enpcoalmax,IDS,Energy,Economy,26
endemm,IDS,Energy,Economy,214
enrgdpgr,IDS,Energy,Economy,214
GDPP,IDS,Economy,Economy,241
C,IGCF,Economy,Economy,4
CS,IGCF,Economy,Economy,5
GDPRPA,IGCF,Economy,Economy,153
elasit,IGCF,Economy,Economy,153
CSHHS,IGCF,Economy,Economy,10
CSHHU,IGCF,Economy,Economy,17
VADD,IGCF,Economy,Economy,1327
WP,IGCF,Economy,Economy,1327
GDP,IGCF,Economy,Economy,1633
GOVCON,IGCF,Economy,Economy,2
enon,IGCF,Energy,Economy,8
agon,IGCF,Agriculture,Economy,9
invm,IGCF,Economy,Economy,1
LIFEXP,IGCF,Demography,Economy,5
GDPPCP,IGCF,Economy,Economy,8
POP,IGCF,Demography,Economy,753
igdpr,IGCF,Economy,Economy,1432
IRA,IGCF,Economy,Economy,318
XFDIFIN,IGCF,Economy,Economy,2
XFDIFOUT,IGCF,Economy,Economy,2
xfdioutf,IGCF,Economy,Economy,2
INTR,IGCF,Economy,Economy,311
ST,IGCF,Economy,Economy,1085
dstl,IGCF,Economy,Economy,1085
GDPPOT,IGCF,Other,Economy,1178
ZS,IGCF,Economy,Economy,1250
MS,IGCF,Economy,Economy,1420
I,IGCF,Economy,Economy,0
GDP,INAG,Economy,Agriculture,0
aginvm,INAG,Agriculture,Agriculture,0
KAG,INAG,Agriculture,Agriculture,0
WGDP,INAG,Economy,Agriculture,11
dstl,INAG,Economy,Agriculture,463
AGDEM,INAG,Agriculture,Agriculture,75
AGP,INAG,Agriculture,Agriculture,75
